frame_idx,zone_id,count,density,delta_count,speed_mean,speed_std,flow_x,flow_y,flow_magnitude,accel_mean,flow_divergence,compression,spatial_entropy,zone_inflow,zone_outflow,count_sm,density_sm,delta_count_sm,speed_mean_sm,speed_std_sm,flow_x_sm,flow_y_sm,flow_magnitude_sm,accel_mean_sm,flow_divergence_sm,compression_sm,spatial_entropy_sm,zone_inflow_sm,zone_outflow_sm,vid_id,fps
0,0,1,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,1,0,1.0,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,1.0,0.0,01,25.0
0,1,3,7.8125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78494657639213,1.0986122886651097,3,0,3.0,7.8125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78494657639213,1.0986122886651097,3.0,0.0,01,25.0
0,2,1,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,1,0,1.0,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,1.0,0.0,01,25.0
0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
1,0,1,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0.5,0.0,01,25.0
1,1,3,7.8125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78494657639213,1.0986122886651097,0,0,3.0,7.8125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78494657639213,1.0986122886651097,1.5,0.0,01,25.0
1,2,1,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0.5,0.0,01,25.0
1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
2,0,1,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0.3333333333333333,0.0,01,25.0
2,1,3,7.8125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78494657639213,1.0986122886651097,0,0,3.0,7.8125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78494657639213,1.0986122886651097,1.0,0.0,01,25.0
2,2,1,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0.3333333333333333,0.0,01,25.0
2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
3,0,1,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0.25,0.0,01,25.0
3,1,3,7.8125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78494657639213,1.0986122886651097,0,0,3.0,7.8125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78494657639213,1.0986122886651097,0.75,0.0,01,25.0
3,2,1,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000088900581841e-12,0.25,0.0,01,25.0
3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
4,0,1,2.604166666666667e-05,0.0,63.81482074811675,0.0,62.687759530212205,-11.940525624802325,63.81482074811675,1595.3705187029188,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,12.76296414962335,0.0,12.537551906042442,-2.388105124960465,12.76296414962335,319.0741037405838,0.0,0.0,-1.000088900581841e-12,0.2,0.0,01,25.0
4,1,3,7.8125e-05,0.0,54.252313825135786,26.029341964613874,52.7373215095436,-1.990087604133721,52.774856974444724,1356.3078456283947,0.020503638663714074,61.02350756660989,1.0986122886651097,0,0,3.0,7.8125e-05,0.0,10.850462765027157,5.205868392922775,10.54746430190872,-0.3980175208267442,10.554971394888945,271.26156912567893,0.0041007277327428145,64.03265877443569,1.0986122886651097,0.6,0.0,01,25.0
4,2,1,2.604166666666667e-05,0.0,10.763044349054116,0.0,5.970262812401162,-8.955394218601743,10.763044349054116,269.0761087263529,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,2.1526088698108232,0.0,1.1940525624802325,-1.7910788437203486,2.1526088698108232,53.815221745270584,0.0,0.0,-1.000088900581841e-12,0.2,0.0,01,25.0
4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
5,0,1,2.604166666666667e-05,0.0,66.10464279329274,0.0,64.93714003543298,-12.368979054368138,66.10464279329274,57.24555112939971,1.1102230246251565e-16,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,25.9838927082819,0.0,25.524979913129037,-4.861900935834092,25.9838927082819,330.5232139664637,2.2204460492503132e-17,0.0,-1.000088900581841e-12,0.0,0.0,01,25.0
5,1,3,7.8125e-05,0.0,56.19901120267665,26.96333441892548,54.6296574901261,-2.061496509061397,54.66853981354691,48.66743443852173,0.020503638663714296,59.712209552086506,1.0986122886651097,0,0,3.0,7.8125e-05,0.0,22.090265005562486,10.59853527670787,21.47339579993394,-0.8103168226390236,21.488679357598325,280.9950560133833,0.008201455465485674,63.018111369574555,1.0986122886651097,0.0,0.0,01,25.0
5,2,1,2.604166666666667e-05,0.0,11.149247051416204,0.0,6.184489527184069,-9.276734290776226,11.149247051416204,9.655067559052188,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,4.382458280094064,0.0,2.430950467917046,-3.646425701875594,4.382458280094064,55.746235257081025,0.0,0.0,-1.000088900581841e-12,0.0,0.0,01,25.0
5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
6,0,1,2.604166666666667e-05,0.0,57.89995109703264,0.0,56.877354956590445,-10.8337818964934,57.89995109703264,-205.1172924065025,1.1102230246251565e-16,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,37.563882927688425,0.0,36.900450904447126,-7.028657315132773,37.563882927688425,289.49975548516323,4.4408920985006264e-17,0.0,-1.000088900581841e-12,0.0,0.0,01,25.0
6,1,3,7.8125e-05,0.0,49.223774047331055,23.616733686172015,47.8492033761793,-1.8056303160822893,47.883259753000566,-174.38092888364017,0.020503638663714296,59.24028513926979,0.6365141682928128,0,0,3.0,7.8125e-05,0.0,31.9350198150287,15.321882013942275,31.0432364751698,-1.1714428858554815,31.065331308198438,246.11887023665525,0.012302183198228534,61.90917908215009,1.0061926645906503,0.0,0.0,01,25.0
6,2,1,2.604166666666667e-05,0.0,9.765439033750118,0.0,5.416890948246558,-8.12533642237015,9.765439033750118,-34.59520044165214,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,6.335546086844087,0.0,3.514328657566358,-5.271492986349624,6.335546086844087,48.82719516875059,0.0,0.0,-1.000088900581841e-12,0.0,0.0,01,25.0
6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
6,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
7,0,1,2.604166666666667e-05,0.0,49.25258222378896,0.0,48.382711014321906,-9.215754478918491,49.25258222378896,-216.18422183109197,0.0,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,47.41439937244622,0.0,46.57699310731151,-8.871808210916472,47.41439937244622,246.2629111189448,4.4408920985006264e-17,0.0,-1.000088900581841e-12,0.0,0.0,01,25.0
7,1,3,7.8125e-05,0.0,41.87219389129384,20.089569951210652,40.70291561522323,-1.5359590798198302,40.73188566559206,-183.78950390093027,0.020503638663714074,59.08762882823803,0.6365141682928128,0,0,3.0,7.8125e-05,0.0,40.30945859328747,19.339796004184404,39.18381959821444,-1.4786347018194475,39.21170844131685,209.36096945646918,0.01640291093097135,60.769715532519264,0.913773040516191,0.0,0.0,01,25.0
7,2,1,2.604166666666667e-05,0.0,8.306968828956816,0.0,4.607877239459028,-6.9118158591889305,8.306968828956816,-36.46175511983256,1.1102230246251565e-16,0.0,-1.000088900581841e-12,0,0,1.0,2.604166666666667e-05,0.0,7.996939852635451,0.0,4.435904105458164,-6.653856158187409,7.996939852635451,41.53484414478408,2.2204460492503132e-17,0.0,-1.000088900581841e-12,0.0,0.0,01,25.0
7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,25.0
