frame_idx,zone_id,count,density,delta_count,speed_mean,speed_std,flow_x,flow_y,flow_magnitude,accel_mean,flow_divergence,compression,spatial_entropy,zone_inflow,zone_outflow,count_sm,density_sm,delta_count_sm,speed_mean_sm,speed_std_sm,flow_x_sm,flow_y_sm,flow_magnitude_sm,accel_mean_sm,flow_divergence_sm,compression_sm,spatial_entropy_sm,zone_inflow_sm,zone_outflow_sm,vid_id,fps
0,0,6,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516567342040403,1.791759469222055,6,0,6.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516567342040403,1.791759469222055,6.0,0.0,15,25.0
0,1,6,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62446532981742,1.791759469222055,6,0,6.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62446532981742,1.791759469222055,6.0,0.0,15,25.0
0,2,5,0.00013020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184492789891614,1.3321790402061222,5,0,5.0,0.00013020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184492789891614,1.3321790402061222,5.0,0.0,15,25.0
0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
1,0,6,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516567342040403,1.791759469222055,0,0,6.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516567342040403,1.791759469222055,3.0,0.0,15,25.0
1,1,6,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62446532981742,1.791759469222055,0,0,6.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62446532981742,1.791759469222055,3.0,0.0,15,25.0
1,2,5,0.00013020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184492789891614,1.3321790402061222,0,0,5.0,0.00013020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184492789891614,1.3321790402061222,2.5,0.0,15,25.0
1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
2,0,6,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516567342040403,1.791759469222055,0,0,6.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516567342040403,1.791759469222055,2.0,0.0,15,25.0
2,1,6,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62446532981742,1.791759469222055,0,0,6.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62446532981742,1.791759469222055,2.0,0.0,15,25.0
2,2,5,0.00013020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184492789891614,1.3321790402061222,0,0,5.0,0.00013020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184492789891614,1.3321790402061222,1.6666666666666667,0.0,15,25.0
2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
3,0,6,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516567342040403,1.791759469222055,0,0,6.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516567342040403,1.791759469222055,1.5,0.0,15,25.0
3,1,6,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62446532981742,1.791759469222055,0,0,6.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62446532981742,1.791759469222055,1.5,0.0,15,25.0
3,2,5,0.00013020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184492789891614,1.3321790402061222,0,0,5.0,0.00013020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184492789891614,1.3321790402061222,1.25,0.0,15,25.0
3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
4,0,7,0.00018229166666666667,1.0,13.624223458049318,11.73553920044565,-5.970262812401161,-3.411578749943522,6.876256802665709,476.8478210317262,0.7749709521792436,22.18750247223969,1.7478680974607577,2,1,6.2,0.00016145833333333333,0.2,2.7248446916098636,2.34710784008913,-1.1940525624802323,-0.6823157499887044,1.3752513605331418,95.36956420634525,0.15499419043584872,18.45075436808026,1.7829811948697956,1.6,0.2,15,25.0
4,1,7,0.00018229166666666667,1.0,16.494146530975605,20.160675943709524,-1.2793420312288208,0.8528946874858802,1.5375777641505883,481.07927382012184,0.6635802942910121,25.556856072456306,1.5498260458732018,1,0,6.2,0.00016145833333333333,0.2,3.2988293061951213,4.032135188741905,-0.2558684062457642,0.17057893749717604,0.30751555283011767,96.21585476402437,0.13271605885820242,31.210943478345193,1.7433727845522846,1.4,0.0,15,25.0
4,2,3,7.8125e-05,-2.0,18.454522231176238,3.9838410749456776,-6.965306614468022,16.91574463513663,18.29365772049717,461.363055779406,0.008663057796250428,58.689485319718244,1.0986122886651097,0,2,4.6,0.00011979166666666666,-0.4,3.6909044462352476,0.7967682149891355,-1.3930613228936044,3.383148927027326,3.658731544099434,92.27261115588121,0.0017326115592500857,32.68549129585694,1.2854656898979198,1.0,0.4,15,25.0
4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
5,0,7,0.00018229166666666667,0.0,14.113091825254832,12.156637247234416,-6.184489527184084,-3.5339940155337715,7.122992658544449,12.221709180137859,0.7749709521792434,22.53957299724131,1.7478680974607577,0,0,6.4,0.00016666666666666666,0.2,5.547463056660829,4.778435289536013,-2.4309504679170493,-1.3891145530954587,2.799849892242032,97.8139060423728,0.3099883808716974,19.45535549912044,1.7742029205175363,0.4,0.2,15,25.0
5,1,7,0.00018229166666666667,0.0,17.085994316493437,20.88408720899805,-1.325247755825176,0.8834985038834383,1.5927495787737442,14.796194637945774,0.6635802942910121,25.659824341877716,1.5498260458732018,0,0,6.4,0.00016666666666666666,0.2,6.716028169493808,8.208952630541514,-0.5209179574107994,0.3472786382738637,0.6260654685848666,99.17509369161353,0.26543211771640485,29.818015280757255,1.6949860998825137,0.2,0.0,15,25.0
5,2,3,7.8125e-05,0.0,19.116712790402772,4.126790424500323,-7.215237781714829,17.52272032702157,18.95007609234591,16.554763980663328,0.008663057796249318,58.87282987325519,1.0986122886651097,0,0,4.2,0.00010937500000000002,-0.4,7.514247004315803,1.6221262998892,-2.83610887923657,6.88769299243164,7.448746762568615,95.58356395201386,0.0034652231184999494,39.22315871252966,1.2387523395897173,0.0,0.4,15,25.0
5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25.0
6,0,7,0.00018229166666666667,0.0,12.361421104193596,10.647795258802264,-5.416890948246706,-3.0953662561410167,6.238910145598632,-43.79176802653093,0.7749709521792421,22.684034972414373,1.7478680974607577,0,0,6.6,0.00017187500000000002,0.2,8.01974727749955,6.907994341296467,-3.51432865756639,-2.0081878043236623,4.0476319213617575,89.05555243706662,0.46498257130754583,20.488849025195236,1.7654246461652765,0.4,0.2,15,25.0
