vid_id,split,frame,left,center,right,total_count,mean_speed,flow_x,flow_y,density_left,density_center,density_right,active_tracks,left_smooth,center_smooth,right_smooth,total_count_smooth,mean_speed_smooth,flow_x_smooth,flow_y_smooth,density_left_smooth,density_center_smooth,density_right_smooth,active_tracks_smooth
Train002,train,0,4,7,4,15,0.0,0.0,0.0,0.00027570995312930797,0.00048249241797628894,0.00027808676307007786,15,4.0,7.0,4.0,15.0,0.0,0.0,0.0,0.00027570995312930797,0.00048249241797628894,0.00027808676307007786,15.0
Train002,train,1,4,7,4,15,0.0,0.0,0.0,0.00027570995312930797,0.00048249241797628894,0.00027808676307007786,15,4.0,7.0,4.0,15.0,0.0,0.0,0.0,0.00027570995312930797,0.00048249241797628894,0.00027808676307007786,15.0
Train002,train,2,4,7,4,15,0.0,0.0,0.0,0.00027570995312930797,0.00048249241797628894,0.00027808676307007786,15,3.8,7.2,3.6,14.6,0.7622875386403241,0.6029136631216222,-0.05951819965683902,0.00026192445547284257,0.0004962779156327543,0.0002502780867630701,14.6
Train002,train,3,4,7,4,15,0.0,0.0,0.0,0.00027570995312930797,0.00048249241797628894,0.00027808676307007786,15,3.6,7.4,3.2,14.2,0.7622875386403241,0.6029136631216222,-0.05951819965683902,0.00024813895781637717,0.0005100634132892197,0.0002224694104560623,14.2
Train002,train,4,3,8,2,13,3.8114376932016203,3.014568315608111,-0.2975909982841951,0.00020678246484698098,0.0005514199062586159,0.00013904338153503893,13,3.4,7.6,2.8,13.8,0.7622875386403241,0.6029136631216222,-0.05951819965683902,0.00023435346015991177,0.0005238489109456851,0.0001946607341490545,13.8
Train002,train,5,3,8,2,13,0.0,0.0,0.0,0.00020678246484698098,0.0005514199062586159,0.00013904338153503893,13,3.2,7.8,2.4,13.4,0.7622875386403241,0.6029136631216222,-0.05951819965683902,0.00022056796250344637,0.0005376344086021505,0.0001668520578420467,13.4
Train002,train,6,3,8,2,13,0.0,0.0,0.0,0.00020678246484698098,0.0005514199062586159,0.00013904338153503893,13,3.0,8.0,2.0,13.0,0.7622875386403241,0.6029136631216222,-0.05951819965683902,0.00020678246484698098,0.0005514199062586159,0.00013904338153503893,13.0
Train002,train,7,3,8,2,13,0.0,0.0,0.0,0.00020678246484698098,0.0005514199062586159,0.00013904338153503893,13,3.2,7.4,2.0,12.6,0.7572758173099446,0.500513349191537,-0.001183031744685184,0.00022056796250344637,0.0005100634132892197,0.00013904338153503893,12.8
Train002,train,8,3,8,2,13,0.0,0.0,0.0,0.00020678246484698098,0.0005514199062586159,0.00013904338153503893,13,3.4,6.8,2.0,12.2,0.7572758173099446,0.500513349191537,-0.001183031744685184,0.00023435346015991177,0.00046870692031982355,0.00013904338153503893,12.6
Train002,train,9,4,5,2,11,3.786379086549723,2.5025667459576852,-0.00591515872342592,0.00027570995312930797,0.00034463744141163496,0.00013904338153503893,12,3.6,6.2,2.0,11.8,0.7572758173099446,0.500513349191537,-0.001183031744685184,0.00024813895781637717,0.0004273504273504274,0.00013904338153503893,12.4
