frame_idx,zone_id,count,density,delta_count,speed_mean,speed_std,flow_x,flow_y,flow_magnitude,accel_mean,flow_divergence,compression,spatial_entropy,zone_inflow,zone_outflow,count_sm,density_sm,delta_count_sm,speed_mean_sm,speed_std_sm,flow_x_sm,flow_y_sm,flow_magnitude_sm,accel_mean_sm,flow_divergence_sm,compression_sm,spatial_entropy_sm,zone_inflow_sm,zone_outflow_sm,vid_id,fps
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
0,3,9,0.000703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182225154930766,1.8891591637470215,9,0,9.0,0.000703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182225154930766,1.8891591637470215,9.0,0.0,scene2,30.0
0,4,7,0.000546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.579325055082053,1.4750763110496952,7,0,7.0,0.000546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.579325055082053,1.4750763110496952,7.0,0.0,scene2,30.0
0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
1,3,9,0.000703125,0.0,29.774852705707605,22.5854861513121,1.6646690637901185,-11.65268344653083,11.770987834374543,1004.9012788176318,0.7383344544636146,13.534324793766219,1.8891591637470215,1,1,9.0,0.000703125,0.0,14.887426352853803,11.29274307565605,0.8323345318950592,-5.826341723265415,5.885493917187271,502.4506394088159,0.3691672272318073,15.858274974348493,1.8891591637470215,5.0,0.5,scene2,30.0
1,4,7,0.000546875,0.0,4.280577592603161,6.768187446853159,2.1402887963015806,2.1402887963015806,3.0268254431248818,128.41732777809486,0.13103392424311155,13.64692764648789,1.4750763110496952,0,0,7.0,0.000546875,0.0,2.1402887963015806,3.3840937234265795,1.0701443981507903,1.0701443981507903,1.5134127215624409,64.20866388904743,0.06551696212155578,13.613126350784972,1.4750763110496952,3.5,0.0,scene2,30.0
1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene2,30.0
