vid_id,split,frame,left,center,right,total_count,mean_speed,flow_x,flow_y,density_left,density_center,density_right,active_tracks,left_smooth,center_smooth,right_smooth,total_count_smooth,mean_speed_smooth,flow_x_smooth,flow_y_smooth,density_left_smooth,density_center_smooth,density_right_smooth,active_tracks_smooth
Train023,train,0,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6.0
Train023,train,1,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6.0
Train023,train,2,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.2,0.0,0.0,2.2,0.7428728651836333,-0.06189019579187462,-0.08086862580327908,0.00015164047422111938,0.0,0.0,6.4
Train023,train,3,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.4,0.0,0.0,2.4,0.7428728651836333,-0.06189019579187462,-0.08086862580327908,0.00016542597187758478,0.0,0.0,6.8
Train023,train,4,3,0,0,3,3.7143643259181665,-0.3094509789593731,-0.4043431290163954,0.00020678246484698098,0.0,0.0,8,2.6,0.0,0.0,2.6,0.7428728651836333,-0.06189019579187462,-0.08086862580327908,0.00017921146953405018,0.0,0.0,7.2
Train023,train,5,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,2.8,0.0,0.0,2.8,0.7428728651836333,-0.06189019579187462,-0.08086862580327908,0.00019299696719051558,0.0,0.0,7.6
Train023,train,6,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.7428728651836333,-0.06189019579187462,-0.08086862580327908,0.00020678246484698098,0.0,0.0,8.0
Train023,train,7,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.8293638808967533,-0.10235688249690197,0.022257463093165914,0.00020678246484698098,0.0,0.0,8.0
Train023,train,8,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.8293638808967533,-0.10235688249690197,0.022257463093165914,0.00020678246484698098,0.0,0.0,8.0
Train023,train,9,3,0,0,3,4.146819404483766,-0.5117844124845099,0.11128731546582957,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.8293638808967533,-0.10235688249690197,0.022257463093165914,0.00020678246484698098,0.0,0.0,8.0
Train023,train,10,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.8293638808967533,-0.10235688249690197,0.022257463093165914,0.00020678246484698098,0.0,0.0,8.0
Train023,train,11,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.8293638808967533,-0.10235688249690197,0.022257463093165914,0.00020678246484698098,0.0,0.0,8.0
Train023,train,12,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.793544921657566,-0.1282334702431747,0.08925997505901245,0.00020678246484698098,0.0,0.0,8.0
Train023,train,13,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.793544921657566,-0.1282334702431747,0.08925997505901245,0.00020678246484698098,0.0,0.0,8.0
Train023,train,14,3,0,0,3,3.96772460828783,-0.6411673512158734,0.44629987529506226,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.793544921657566,-0.1282334702431747,0.08925997505901245,0.00020678246484698098,0.0,0.0,8.0
Train023,train,15,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.793544921657566,-0.1282334702431747,0.08925997505901245,0.00020678246484698098,0.0,0.0,8.0
Train023,train,16,3,0,0,3,0.0,0.0,0.0,0.00020678246484698098,0.0,0.0,8,3.0,0.0,0.0,3.0,0.793544921657566,-0.1282334702431747,0.08925997505901245,0.00020678246484698098,0.0,0.0,8.0
