vid_id,split,frame,left,center,right,total_count,mean_speed,flow_x,flow_y,density_left,density_center,density_right,active_tracks,left_smooth,center_smooth,right_smooth,total_count_smooth,mean_speed_smooth,flow_x_smooth,flow_y_smooth,density_left_smooth,density_center_smooth,density_right_smooth,active_tracks_smooth
Train018,train,0,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5.0
Train018,train,1,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5.0
Train018,train,2,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.6214325190533521,0.14860679774997898,-0.03680339887498949,0.00013785497656465398,0.0,0.0,4.8
Train018,train,3,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.6214325190533521,0.14860679774997898,-0.03680339887498949,0.00013785497656465398,0.0,0.0,4.6
Train018,train,4,2,0,0,2,3.1071625952667605,0.7430339887498949,-0.18401699437494745,0.00013785497656465398,0.0,0.0,4,2.0,0.0,0.0,2.0,0.6214325190533521,0.14860679774997898,-0.03680339887498949,0.00013785497656465398,0.0,0.0,4.4
Train018,train,5,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,4,2.0,0.0,0.0,2.0,0.6214325190533521,0.14860679774997898,-0.03680339887498949,0.00013785497656465398,0.0,0.0,4.2
Train018,train,6,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,4,2.0,0.0,0.0,2.0,0.6214325190533521,0.14860679774997898,-0.03680339887498949,0.00013785497656465398,0.0,0.0,4.0
Train018,train,7,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,4,2.0,0.0,0.0,2.0,0.7431085908204119,0.0889447521804875,-0.023521462209380773,0.00013785497656465398,0.0,0.0,4.2
Train018,train,8,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,4,2.0,0.0,0.0,2.0,0.7431085908204119,0.0889447521804875,-0.023521462209380773,0.00013785497656465398,0.0,0.0,4.4
Train018,train,9,2,0,0,2,3.7155429541020597,0.4447237609024375,-0.11760731104690386,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.7431085908204119,0.0889447521804875,-0.023521462209380773,0.00013785497656465398,0.0,0.0,4.6
Train018,train,10,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.7431085908204119,0.0889447521804875,-0.023521462209380773,0.00013785497656465398,0.0,0.0,4.8
Train018,train,11,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.7431085908204119,0.0889447521804875,-0.023521462209380773,0.00013785497656465398,0.0,0.0,5.0
Train018,train,12,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.7304888578542145,0.052304789528164655,0.10505577442052438,0.00013785497656465398,0.0,0.0,5.0
Train018,train,13,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.7304888578542145,0.052304789528164655,0.10505577442052438,0.00013785497656465398,0.0,0.0,5.0
Train018,train,14,2,0,0,2,3.6524442892710725,0.26152394764082326,0.5252788721026219,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.7304888578542145,0.052304789528164655,0.10505577442052438,0.00013785497656465398,0.0,0.0,5.0
Train018,train,15,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.7304888578542145,0.052304789528164655,0.10505577442052438,0.00013785497656465398,0.0,0.0,5.0
Train018,train,16,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.7304888578542145,0.052304789528164655,0.10505577442052438,0.00013785497656465398,0.0,0.0,5.0
Train018,train,17,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,1.8,0.0,0.0,1.8,0.6477848667546253,-0.32360679774997897,0.08680339887498949,0.00012406947890818859,0.0,0.0,4.8
Train018,train,18,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,1.6,0.0,0.0,1.6,0.6477848667546253,-0.32360679774997897,0.08680339887498949,0.00011028398125172319,0.0,0.0,4.6
Train018,train,19,1,0,0,1,3.238924333773127,-1.618033988749895,0.43401699437494745,6.892748828232699e-05,0.0,0.0,4,1.4,0.0,0.0,1.4,0.6477848667546253,-0.32360679774997897,0.08680339887498949,9.649848359525779e-05,0.0,0.0,4.4
Train018,train,20,1,0,0,1,0.0,0.0,0.0,6.892748828232699e-05,0.0,0.0,4,1.2,0.0,0.0,1.2,0.6477848667546253,-0.32360679774997897,0.08680339887498949,8.271298593879239e-05,0.0,0.0,4.2
Train018,train,21,1,0,0,1,0.0,0.0,0.0,6.892748828232699e-05,0.0,0.0,4,1.0,0.0,0.0,1.0,0.6477848667546253,-0.32360679774997897,0.08680339887498949,6.892748828232699e-05,0.0,0.0,4.0
Train018,train,22,1,0,0,1,0.0,0.0,0.0,6.892748828232699e-05,0.0,0.0,4,1.2,0.0,0.0,1.2,0.5685089067926851,-0.175,0.2,8.271298593879239e-05,0.0,0.0,4.2
Train018,train,23,1,0,0,1,0.0,0.0,0.0,6.892748828232699e-05,0.0,0.0,4,1.4,0.0,0.0,1.4,0.5685089067926851,-0.175,0.2,9.649848359525779e-05,0.0,0.0,4.4
Train018,train,24,2,0,0,2,2.842544533963425,-0.875,1.0,0.00013785497656465398,0.0,0.0,5,1.6,0.0,0.0,1.6,0.5685089067926851,-0.175,0.2,0.00011028398125172319,0.0,0.0,4.6
Train018,train,25,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,1.8,0.0,0.0,1.8,0.5685089067926851,-0.175,0.2,0.00012406947890818859,0.0,0.0,4.8
Train018,train,26,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,2.0,0.0,0.0,2.0,0.5685089067926851,-0.175,0.2,0.00013785497656465398,0.0,0.0,5.0
Train018,train,27,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,1.8,0.0,0.0,1.8,0.7291109137874837,0.08211917272131486,-0.09284766908852594,0.00012406947890818859,0.0,0.0,4.8
Train018,train,28,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,5,1.6,0.0,0.0,1.6,0.7291109137874837,0.08211917272131486,-0.09284766908852594,0.00011028398125172319,0.0,0.0,4.6
