vid_id,split,frame,left,center,right,total_count,mean_speed,flow_x,flow_y,density_left,density_center,density_right,active_tracks,left_smooth,center_smooth,right_smooth,total_count_smooth,mean_speed_smooth,flow_x_smooth,flow_y_smooth,density_left_smooth,density_center_smooth,density_right_smooth,active_tracks_smooth
Train021,train,0,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6.0
Train021,train,1,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6.0
Train021,train,2,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.6061028457692348,0.35,-0.15,0.00013785497656465398,0.0,0.0,6.0
Train021,train,3,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.6061028457692348,0.35,-0.15,0.00013785497656465398,0.0,0.0,6.0
Train021,train,4,2,0,0,2,3.030514228846174,1.75,-0.75,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.6061028457692348,0.35,-0.15,0.00013785497656465398,0.0,0.0,6.0
Train021,train,5,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.6061028457692348,0.35,-0.15,0.00013785497656465398,0.0,0.0,6.0
Train021,train,6,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.0,0.0,0.0,2.0,0.6061028457692348,0.35,-0.15,0.00013785497656465398,0.0,0.0,6.0
Train021,train,7,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.2,0.0,0.0,2.2,0.6509576302798348,0.1,-0.05,0.00015164047422111938,0.0,0.0,6.0
Train021,train,8,2,0,0,2,0.0,0.0,0.0,0.00013785497656465398,0.0,0.0,6,2.4,0.0,0.0,2.4,0.6509576302798348,0.1,-0.05,0.00016542597187758478,0.0,0.0,6.0
Train021,train,9,3,0,0,3,3.254788151399174,0.5,-0.25,0.00020678246484698098,0.0,0.0,6,2.6,0.0,0.0,2.6,0.6509576302798348,0.1,-0.05,0.00017921146953405018,0.0,0.0,6.0
